datetime,temperature_C,humidity_%,wind_speed_m_s,wind_dir_deg,pressure_hPa,precip_mm,industrial_index,traffic_index,hour,dayofweek,is_weekend,SO2_ug_m3,NH3_ug_m3,SO2_3h,NH3_3h,SO2_alert_3h,NH3_alert_3h,SO2_lag1,SO2_lag2,NH3_lag1,NH3_lag2
2023-04-12 05:00:00,21.17,33.5,4.24,94.7,1016.2,0.0,1.15,0.708,5,2,0,6.882,8.256,14.731111437545376,9.618653463015896,0,0,11.792,8.143,10.765,7.192
2023-04-12 06:00:00,23.54,32.99,3.93,203.2,1017.3,0.0,1.294,0.703,6,2,0,10.088,8.308,7.518908992138479,5.649293534526435,0,0,6.882,11.792,8.256,10.765
2023-04-12 07:00:00,22.94,40.16,1.69,212.4,1024.6,0.0,1.285,1.287,7,2,0,9.568,6.629,8.974032923677417,7.344867849956923,0,0,10.088,6.882,8.308,8.256
2023-04-12 08:00:00,25.34,35.35,2.36,174.0,1012.6,0.0,1.127,1.139,8,2,0,14.725,9.247,11.054144333361558,6.682715842045379,0,0,9.568,10.088,6.629,8.308
2023-04-12 09:00:00,26.19,35.46,4.48,161.8,1019.9,0.0,1.161,1.234,9,2,0,8.226,5.995,13.253481451341173,9.47300788007172,0,0,14.725,9.568,9.247,6.629
2023-04-12 10:00:00,27.47,44.11,1.88,278.3,1009.2,0.0,1.137,0.667,10,2,0,11.295,6.745,13.157914489571024,8.828326187266384,0,0,8.226,14.725,5.995,9.247
2023-04-12 11:00:00,27.25,44.49,3.51,278.1,1013.4,0.0,0.92,0.701,11,2,0,11.858,7.792,12.250396236916126,9.173305030796174,0,0,11.295,8.226,6.745,5.995
2023-04-12 12:00:00,27.71,49.1,2.54,225.6,1014.1,0.0,1.385,0.921,12,2,0,13.473,9.214,12.531611229295137,10.483700856265166,0,0,11.858,11.295,7.792,6.745
2023-04-12 13:00:00,28.69,49.37,3.44,186.7,1015.4,0.0,1.104,0.844,13,2,0,12.544,8.436,10.30757315041192,8.35678879529817,0,0,13.473,11.858,9.214,7.792
2023-04-12 14:00:00,26.67,46.24,3.08,226.1,1013.9,0.0,1.15,0.774,14,2,0,11.651,8.424,9.631354739383434,7.547511967513758,0,0,12.544,13.473,8.436,9.214
2023-04-12 15:00:00,24.47,51.21,2.75,243.6,1019.7,0.0,1.256,0.728,15,2,0,12.48,10.253,9.45308053115148,9.379340624370714,0,0,11.651,12.544,8.424,8.436
2023-04-12 16:00:00,27.47,52.68,3.42,212.6,1024.5,0.0,1.243,0.691,16,2,0,10.647,8.334,13.639464664995309,12.426499355355585,0,0,12.48,11.651,10.253,8.424
2023-04-12 17:00:00,25.82,49.3,2.54,245.2,1027.1,0.0,1.269,1.222,17,2,0,9.98,8.46,8.870976092474585,8.690146714392032,0,0,10.647,12.48,8.334,10.253
2023-04-12 18:00:00,21.32,48.83,1.25,198.1,1014.8,0.0,1.239,1.023,18,2,0,9.717,8.966,10.820198066646773,12.32065399094664,0,0,9.98,10.647,8.46,8.334
2023-04-12 19:00:00,22.4,50.26,2.1,30.2,1021.8,0.0,1.339,1.301,19,2,0,12.558,12.043,7.983668512155456,7.615866400020034,0,0,9.717,9.98,8.966,8.46
2023-04-12 20:00:00,19.76,60.33,1.98,207.7,1023.7,0.0,1.17,0.921,20,2,0,9.125,9.142,7.590991430818679,8.472824237361364,0,0,12.558,9.717,12.043,8.966
2023-04-12 21:00:00,19.65,49.26,1.43,260.4,1019.4,0.0,1.357,0.764,21,2,0,11.299,11.32,8.603036872902313,8.69533465525511,0,0,9.125,12.558,9.142,12.043
2023-04-12 22:00:00,18.89,54.18,3.4,221.2,1021.7,0.0,1.184,0.775,22,2,0,7.739,8.066,9.944965546074297,9.946079860767016,0,0,11.299,9.125,11.32,9.142
2023-04-12 23:00:00,17.76,45.45,2.86,239.9,1020.7,0.0,1.115,0.832,23,2,0,7.895,7.422,9.122506224785024,8.090595490774641,0,0,7.739,11.299,8.066,11.32
2023-04-13 00:00:00,17.02,48.86,3.37,202.9,1020.7,0.0,1.184,0.807,0,3,0,8.634,9.011,7.893590103721561,8.439740819139836,0,0,7.895,7.739,7.422,8.066
2023-04-13 01:00:00,17.3,46.84,3.53,207.6,1015.9,0.0,1.256,0.849,1,3,0,10.119,9.302,13.594851506732697,9.136442766145555,0,0,8.634,7.895,9.011,7.422
2023-04-13 02:00:00,17.53,45.11,3.77,229.4,1010.9,0.0,1.316,0.707,2,3,0,9.145,7.082,11.081701565644167,6.468827164641795,0,0,10.119,8.634,9.302,9.011
2023-04-13 03:00:00,18.42,41.2,3.42,335.8,1017.5,0.0,1.269,0.894,3,3,0,8.823,9.391,8.83518430498155,6.868821409142166,0,0,9.145,10.119,7.082,9.302
2023-04-13 04:00:00,20.38,43.88,2.03,269.7,1015.8,0.0,1.119,0.884,4,3,0,12.615,8.448,10.4092237204141,6.314127465145133,0,0,8.823,9.145,9.391,7.082
2023-04-13 05:00:00,20.8,39.09,3.59,261.8,1017.8,0.0,1.145,0.866,5,3,0,9.679,6.721,13.98584706231508,7.591668708856969,0,0,12.615,8.823,8.448,9.391
2023-04-13 06:00:00,23.77,44.16,3.23,231.5,1022.7,0.0,1.169,0.679,6,3,0,11.509,7.637,11.26103645332391,10.542282946412534,0,0,9.679,12.615,6.721,8.448
2023-04-13 07:00:00,26.04,31.1,5.2,139.3,1024.6,0.0,1.236,1.054,7,3,0,10.261,6.03,12.27329763282839,10.440976163398556,0,0,11.509,9.679,7.637,6.721
2023-04-13 08:00:00,24.76,39.77,3.02,292.7,1019.5,0.0,1.297,1.194,8,3,0,12.75,7.158,11.572360908897476,8.459193802092447,0,0,10.261,11.509,6.03,7.637
2023-04-13 09:00:00,26.78,40.78,3.4,273.6,1014.1,0.0,1.227,1.256,9,3,0,11.959,10.377,12.435386000448988,9.285993200152445,0,0,12.75,10.261,7.158,6.03
2023-04-13 10:00:00,27.89,37.56,2.92,241.1,1017.3,0.0,1.084,0.739,10,3,0,12.139,10.084,8.768999512062676,9.650570043534799,0,0,11.959,12.75,10.377,7.158
2023-04-13 11:00:00,28.35,45.55,3.06,216.6,1015.8,0.0,1.323,0.733,11,3,0,12.166,9.632,12.82465941946137,9.737742166559391,0,0,12.139,11.959,10.084,10.377
2023-04-13 12:00:00,28.05,39.34,2.99,251.9,1019.4,0.0,1.164,0.981,12,3,0,12.378,8.681,9.829031623794473,8.64448668106627,0,0,12.166,12.139,9.632,10.084
2023-04-13 13:00:00,28.68,44.76,2.58,205.3,1017.0,0.0,1.316,0.772,13,3,0,8.863,8.995,12.867139993423788,9.376232956150709,0,0,12.378,12.166,8.681,9.632
2023-04-13 14:00:00,27.87,41.31,3.19,262.9,1022.5,0.0,1.188,0.723,14,3,0,12.601,9.497,8.460082638172375,8.05475219022809,0,0,8.863,12.378,8.995,8.681
2023-04-13 15:00:00,25.01,57.19,3.63,168.9,1015.5,0.0,1.199,0.566,15,3,0,10.079,8.521,10.780374951547612,9.569207279905301,0,0,12.601,8.863,9.497,8.995
2023-04-13 16:00:00,26.5,51.3,2.59,104.6,1027.6,0.0,1.243,0.895,16,3,0,11.34,9.102,11.321232466749384,9.545776069216545,0,0,10.079,12.601,8.521,9.497
2023-04-13 17:00:00,25.32,61.7,3.85,147.1,1013.0,0.0,1.287,1.334,17,3,0,8.176,7.722,9.037883255856741,8.755890547004823,0,0,11.34,10.079,9.102,8.521
2023-04-13 18:00:00,22.04,56.51,3.73,227.7,1020.1,0.0,1.389,1.034,18,3,0,11.53,9.907,7.419840896455699,10.500995603264563,0,0,8.176,11.34,7.722,9.102
2023-04-13 19:00:00,21.71,54.82,2.13,201.1,1012.4,0.0,1.183,1.056,19,3,0,11.968,10.35,6.611443995027057,13.225143897086054,0,0,11.53,8.176,9.907,7.722
2023-04-13 20:00:00,21.28,49.89,2.05,210.3,1023.1,0.0,1.201,0.993,20,3,0,9.144,8.396,10.05691950682385,8.642669473700005,0,0,11.968,11.53,10.35,9.907
2023-04-13 21:00:00,19.17,46.77,3.46,141.4,1019.1,0.9,1.143,0.896,21,3,0,9.171,9.338,7.076053194684079,8.421978308486977,0,0,9.144,11.968,8.396,10.35
2023-04-13 22:00:00,19.91,51.39,2.43,237.3,1019.7,0.0,1.148,0.654,22,3,0,5.927,11.819,13.311480671731497,10.16246852662913,0,0,9.171,9.144,9.338,8.396
2023-04-13 23:00:00,20.96,47.09,1.97,157.0,1015.3,0.0,1.199,0.813,23,3,0,9.027,9.073,10.255612304475813,9.590366639008248,0,0,5.927,9.171,11.819,9.338
2023-04-14 00:00:00,17.1,40.0,4.71,248.8,1023.2,0.0,1.293,0.812,0,4,0,7.109,6.557,11.810538948126988,8.337774972526308,0,0,9.027,5.927,9.073,11.819
2023-04-14 01:00:00,16.56,37.22,2.03,134.2,1021.4,0.0,1.168,0.673,1,4,0,12.185,8.753,9.24822076585808,7.536780356992172,0,0,7.109,9.027,6.557,9.073
2023-04-14 02:00:00,19.08,37.52,1.47,168.7,1016.7,0.0,1.292,0.9,2,4,0,11.164,9.398,8.705114252274033,6.884655684356348,0,0,12.185,7.109,8.753,6.557
2023-04-14 03:00:00,20.38,46.98,2.21,160.7,1018.8,0.0,1.183,0.9,3,4,0,13.404,8.953,7.892885827127267,5.019364144364852,0,0,11.164,12.185,9.398,8.753
2023-04-14 04:00:00,20.27,47.28,3.23,253.5,1015.3,0.0,1.302,0.647,4,4,0,9.921,7.472,9.864520831118988,9.092117501130302,0,0,13.404,11.164,8.953,9.398
2023-04-14 05:00:00,23.5,38.45,3.07,191.3,1015.0,0.0,1.016,0.832,5,4,0,8.947,7.109,13.63071090020894,5.755997881022787,0,0,9.921,13.404,7.472,8.953
2023-04-14 06:00:00,21.44,37.95,4.88,244.5,1016.4,0.0,1.162,0.713,6,4,0,8.846,5.337,9.669636990321607,10.556445752101142,0,0,8.947,9.921,7.109,7.472
2023-04-14 07:00:00,25.17,36.28,2.23,287.5,1017.8,0.0,1.294,1.152,7,4,0,9.608,9.113,10.687200406508827,9.752816889286931,0,0,8.846,8.947,5.337,7.109
2023-04-14 08:00:00,24.82,34.69,3.23,325.9,1018.9,0.0,1.25,1.146,8,4,0,14.099,6.547,7.659997126272602,10.412175706098626,0,0,9.608,8.846,9.113,5.337
2023-04-14 09:00:00,28.64,45.2,4.12,232.9,1018.7,0.0,1.203,1.147,9,4,0,9.903,9.72,13.588361464294941,10.629002501535961,0,0,14.099,9.608,6.547,9.113
2023-04-14 10:00:00,29.77,48.85,2.33,152.9,1015.4,0.0,1.238,0.902,10,4,0,10.722,8.579,12.874088226077623,11.281949266162409,0,0,9.903,14.099,9.72,6.547
2023-04-14 11:00:00,26.96,39.71,3.7,294.1,1021.9,0.0,1.25,0.871,11,4,0,7.798,10.074,10.22409146037816,4.723851779125618,0,0,10.722,9.903,8.579,9.72
2023-04-14 12:00:00,27.39,45.02,1.16,309.7,1023.2,0.0,1.21,0.886,12,4,0,13.264,9.976,10.385327527786457,6.4403432113527455,0,0,7.798,10.722,10.074,8.579
2023-04-14 13:00:00,28.91,45.63,4.75,215.5,1022.5,0.0,1.189,0.822,13,4,0,11.762,11.478,10.564945311561779,10.171426662843208,0,0,13.264,7.798,9.976,10.074
2023-04-14 14:00:00,26.91,47.67,3.99,298.2,1021.7,0.0,1.287,0.752,14,4,0,11.2,5.217,12.827193001013738,8.11280815212778,0,0,11.762,13.264,11.478,9.976
2023-04-14 15:00:00,26.53,55.76,2.31,239.0,1008.8,0.0,1.283,0.906,15,4,0,10.796,6.599,11.859704158361087,10.86724843789617,0,0,11.2,11.762,5.217,11.478
2023-04-14 16:00:00,25.58,47.04,3.82,119.5,1014.9,0.0,1.297,0.887,16,4,0,10.736,10.955,10.099899061621402,11.572081561811304,0,0,10.796,11.2,6.599,5.217
2023-04-14 17:00:00,22.04,54.95,4.31,181.2,1012.9,0.0,1.382,1.007,17,4,0,10.841,7.983,9.282735172675373,9.683616440182151,0,0,10.736,10.796,10.955,6.599
2023-04-14 18:00:00,23.03,56.27,1.71,188.7,1011.8,0.0,1.238,1.284,18,4,0,11.117,10.987,8.52836552867139,9.983203006317279,0,0,10.841,10.736,7.983,10.955
2023-04-14 19:00:00,20.92,52.51,2.39,197.2,1023.4,0.0,1.383,1.179,19,4,0,9.617,10.654,6.598871192586368,8.4782238544784,0,0,11.117,10.841,10.987,7.983
2023-04-14 20:00:00,19.95,55.86,4.34,163.0,1025.6,0.0,1.342,0.789,20,4,0,9.589,10.078,12.976539259202553,8.86379476711116,0,0,9.617,11.117,10.654,10.987
2023-04-14 21:00:00,21.24,51.6,3.06,161.2,1018.9,0.0,1.345,0.701,21,4,0,9.663,8.721,8.294543353507438,8.374728445623917,0,0,9.589,9.617,10.078,10.654
2023-04-14 22:00:00,17.21,54.22,3.43,299.8,1020.7,0.0,1.252,0.702,22,4,0,7.494,8.485,7.5514618508646345,8.445625186037926,0,0,9.663,9.589,8.721,10.078
2023-04-14 23:00:00,19.19,41.34,3.06,114.9,1017.4,0.0,1.293,0.908,23,4,0,11.831,9.278,6.849780290143809,6.027243836243507,0,0,7.494,9.663,8.485,8.721
2023-04-15 00:00:00,17.8,44.02,3.87,175.5,1023.5,0.0,1.248,0.47,0,5,1,7.901,8.679,13.150381388749953,8.421682683877373,0,0,11.831,7.494,9.278,8.485
2023-04-15 01:00:00,17.97,43.06,3.49,256.2,1020.0,0.0,1.026,0.644,1,5,1,7.09,7.511,13.014808655990075,9.032310073014264,0,0,7.901,11.831,8.679,9.278
2023-04-15 02:00:00,19.75,30.73,3.08,185.4,1016.7,0.0,1.109,0.527,2,5,1,6.804,5.736,8.636372336759392,10.120608610184544,0,0,7.09,7.901,7.511,8.679
2023-04-15 03:00:00,20.01,35.41,0.87,242.9,1021.1,0.0,1.134,0.688,3,5,1,13.102,8.492,12.761702019280301,6.841476628568989,0,0,6.804,7.09,5.736,7.511
2023-04-15 04:00:00,21.32,35.23,3.61,194.8,1018.1,0.0,1.208,0.456,4,5,1,12.297,7.606,12.831441851915779,9.808465579657355,0,0,13.102,6.804,8.492,5.736
2023-04-15 05:00:00,23.0,41.48,3.7,245.1,1019.6,0.0,1.17,0.502,5,5,1,9.724,10.272,7.898398318774096,8.366591397138295,0,0,12.297,13.102,7.606,8.492
2023-04-15 06:00:00,22.74,34.59,1.73,156.6,1021.6,0.0,1.186,0.563,6,5,1,12.348,6.815,12.159962020399094,7.848681916232111,0,0,9.724,12.297,10.272,7.606
2023-04-15 07:00:00,23.69,34.41,1.8,107.4,1033.9,0.0,1.153,1.079,7,5,1,12.679,10.753,13.89405043530835,11.343999547943348,0,0,12.348,9.724,6.815,10.272
2023-04-15 08:00:00,24.33,41.76,3.49,194.8,1026.0,0.0,1.134,0.914,8,5,1,8.895,8.935,10.588091377409054,9.205732637563374,0,0,12.679,12.348,10.753,6.815
2023-04-15 09:00:00,25.68,33.29,3.17,111.6,1019.4,0.0,0.985,1.042,9,5,1,12.369,7.73,9.982711672472638,3.8746087213054348,0,0,8.895,12.679,8.935,10.753
2023-04-15 10:00:00,31.0,33.13,1.0,214.9,1015.1,0.0,1.078,0.71,10,5,1,13.107,11.062,12.055695383726798,6.929072755557463,0,0,12.369,8.895,7.73,8.935
2023-04-15 11:00:00,29.46,41.9,2.15,150.7,1009.8,0.0,1.182,0.615,11,5,1,11.414,8.563,11.045978987581348,9.238547818149204,0,0,13.107,12.369,11.062,7.73
2023-04-15 12:00:00,26.51,39.62,3.29,151.4,1024.0,0.0,1.114,0.584,12,5,1,9.149,3.81,9.806768067793557,10.800461527812178,0,0,11.414,13.107,8.563,11.062
2023-04-15 13:00:00,26.38,41.85,3.65,307.2,1023.3,0.0,0.993,0.667,13,5,1,12.751,7.755,4.76602564846729,9.05541005049305,0,0,9.149,11.414,3.81,8.563
2023-04-15 14:00:00,28.04,51.71,2.39,235.3,1016.3,0.0,1.072,0.52,14,5,1,9.788,9.829,10.278685513274125,6.794745755064757,0,0,12.751,9.149,7.755,3.81
2023-04-15 15:00:00,27.33,54.57,2.83,126.7,1018.5,0.0,1.273,0.526,15,5,1,9.892,9.729,10.232978007674806,10.880594704060393,0,0,9.788,12.751,9.829,7.755
2023-04-15 16:00:00,26.29,55.5,2.1,216.0,1019.7,0.0,0.994,0.472,16,5,1,7.027,8.013,9.53515749678362,7.156596005688212,0,0,9.892,9.788,9.729,9.829
2023-04-15 17:00:00,24.12,57.58,4.3,210.3,1021.2,0.0,0.931,1.159,17,5,1,9.521,6.675,8.534467251549437,8.948010258117487,0,0,7.027,9.892,8.013,9.729
2023-04-15 18:00:00,22.98,58.38,3.15,94.8,1025.5,1.04,1.202,1.058,18,5,1,10.413,11.246,10.41198579397606,11.582562713720314,0,0,9.521,7.027,6.675,8.013
2023-04-15 19:00:00,22.23,44.63,2.31,239.8,1013.6,0.0,1.102,0.865,19,5,1,9.803,6.859,8.344323710036434,6.684751669557751,0,0,10.413,9.521,11.246,6.675
2023-04-15 20:00:00,20.74,54.14,1.82,276.1,1021.5,0.0,1.157,0.537,20,5,1,8.705,9.278,7.414971629059156,9.072589680523182,0,0,9.803,10.413,6.859,11.246
2023-04-15 21:00:00,16.94,48.95,1.71,193.5,1019.7,0.0,1.182,0.619,21,5,1,10.115,9.979,7.515567811783424,9.47804877179448,0,0,8.705,9.803,9.278,6.859
2023-04-15 22:00:00,18.53,46.42,4.79,201.4,1016.8,0.9,1.007,0.596,22,5,1,8.254,6.354,8.870786330725746,7.918615571177628,0,0,10.115,8.705,9.979,9.278
2023-04-15 23:00:00,17.28,49.73,2.8,185.5,1022.1,0.0,1.183,0.641,23,5,1,7.898,9.456,10.33812404016512,9.811036434181599,0,0,8.254,10.115,6.354,9.979
2023-04-16 00:00:00,18.43,38.56,2.56,241.9,1018.4,0.0,0.942,0.542,0,6,1,7.001,8.982,9.80818475680013,8.573410133623558,0,0,7.898,8.254,9.456,6.354
2023-04-16 01:00:00,21.97,36.4,2.74,203.8,1018.5,0.0,1.137,0.707,1,6,1,8.65,7.713,7.147955468049711,9.051675977963708,0,0,7.001,7.898,8.982,9.456
2023-04-16 02:00:00,19.33,44.01,2.32,206.2,1020.1,0.0,1.174,0.496,2,6,1,9.914,9.628,7.562263380119522,10.44628182410056,0,0,8.65,7.001,7.713,8.982
2023-04-16 03:00:00,19.31,41.77,2.85,170.2,1017.0,0.0,1.122,0.73,3,6,1,9.307,8.75,11.96413712146581,6.376382017595004,0,0,9.914,8.65,9.628,7.713
2023-04-16 04:00:00,21.83,39.09,2.99,341.2,1021.4,0.0,1.006,0.603,4,6,1,6.454,8.42,11.324491787391555,4.340834168214689,0,0,9.307,9.914,8.75,9.628
2023-04-16 05:00:00,22.51,34.23,2.97,203.2,1017.2,0.0,1.109,0.458,5,6,1,7.946,9.642,10.370014928172209,10.427167387941765,0,0,6.454,9.307,8.42,8.75
2023-04-16 06:00:00,23.73,40.45,1.69,260.8,1025.6,0.0,1.24,0.607,6,6,1,11.494,6.624,9.895744431768614,6.566385381916474,0,0,7.946,6.454,9.642,8.42
2023-04-16 07:00:00,25.24,40.47,3.85,234.7,1019.7,0.0,1.154,0.915,7,6,1,10.949,4.435,11.302879500597763,7.4122433843376685,0,0,11.494,7.946,6.624,9.642
2023-04-16 08:00:00,28.19,38.89,2.4,65.2,1016.1,0.0,1.062,1.056,8,6,1,10.199,9.952,11.333961891431736,8.845111786441153,0,0,10.949,11.494,4.435,6.624
2023-04-16 09:00:00,25.4,35.11,2.3,196.5,1020.0,0.5,1.108,1.14,9,6,1,9.744,7.987,11.40184123362771,5.349170272797107,0,0,10.199,10.949,9.952,4.435
2023-04-16 10:00:00,28.12,39.78,2.25,149.6,1022.8,0.0,1.187,0.426,10,6,1,11.013,7.887,11.709499821928738,6.972320089328155,0,0,9.744,10.199,7.987,9.952
2023-04-16 11:00:00,26.94,46.76,1.9,277.3,1012.5,0.0,1.235,0.661,11,6,1,10.912,8.899,14.072007488300482,8.106698802846958,0,0,11.013,9.744,7.887,7.987
2023-04-16 12:00:00,28.89,50.79,3.22,142.7,1023.9,0.0,0.968,0.594,12,6,1,11.665,5.534,10.893866233120242,8.083708397556698,0,0,10.912,11.013,8.899,7.887
2023-04-16 13:00:00,26.95,46.24,3.85,248.4,1020.2,0.0,1.201,0.516,13,6,1,11.604,7.351,8.272166223124351,8.119451784545163,0,0,11.665,10.912,5.534,8.899
2023-04-16 14:00:00,27.05,48.48,2.23,278.5,1018.7,0.0,1.19,0.703,14,6,1,14.759,8.025,9.631607466509735,9.73360071109699,0,0,11.604,11.665,7.351,5.534
2023-04-16 15:00:00,26.4,50.49,1.11,235.6,1016.1,0.0,1.035,0.621,15,6,1,9.313,8.307,9.058872109243337,8.841620392592253,0,0,14.759,11.604,8.025,7.351
2023-04-16 16:00:00,26.89,53.5,1.93,219.0,1020.2,0.0,1.15,0.63,16,6,1,9.261,7.896,9.751231244383836,13.04606456740056,0,0,9.313,14.759,8.307,8.025
2023-04-16 17:00:00,25.62,50.88,2.51,195.0,1015.3,0.0,1.089,1.073,17,6,1,10.717,9.385,9.236483616357903,8.969010621242504,0,0,9.261,9.313,7.896,8.307
2023-04-16 18:00:00,21.73,41.9,1.72,211.3,1010.9,0.0,1.039,1.041,18,6,1,10.049,8.903,9.179671271590497,9.211403647939743,0,0,10.717,9.261,9.385,7.896
2023-04-16 19:00:00,21.99,57.97,2.36,138.3,1016.0,0.0,1.099,1.245,19,6,1,9.735,12.536,8.072382760333786,7.948455477654633,0,0,10.049,10.717,8.903,9.385
2023-04-16 20:00:00,19.87,59.58,2.4,229.4,1017.7,0.0,0.997,0.741,20,6,1,8.375,9.058,7.306112940336344,8.291681505999424,0,0,9.735,10.049,12.536,8.903
2023-04-16 21:00:00,18.18,48.68,2.94,281.8,1021.3,0.0,1.116,0.423,21,6,1,8.097,9.192,6.579383949324903,9.828054160010552,0,0,8.375,9.735,9.058,12.536
2023-04-16 22:00:00,18.63,45.21,1.5,166.4,1017.9,0.0,1.073,0.725,22,6,1,9.246,8.682,7.352630769892513,7.823938927647347,0,0,8.097,8.375,9.192,9.058
2023-04-16 23:00:00,18.02,47.0,3.53,219.8,1014.2,0.0,1.088,0.577,23,6,1,7.752,8.378,8.393610121434728,8.644818463020371,0,0,9.246,8.097,8.682,9.192
2023-04-17 00:00:00,21.22,44.79,4.6,212.3,1016.1,0.89,1.183,0.719,0,0,0,6.27,9.535,7.653183415646044,4.989011989256369,0,0,7.752,9.246,8.378,8.682
2023-04-17 01:00:00,19.0,47.45,4.36,237.3,1018.9,0.0,1.193,0.661,1,0,0,6.674,8.276,10.622062555698339,9.868614692038868,0,0,6.27,7.752,9.535,8.378
2023-04-17 02:00:00,17.33,41.76,2.35,186.4,1021.4,0.0,1.149,0.926,2,0,0,8.912,8.108,8.1080286768213,5.932198142587927,0,0,6.674,6.27,8.276,9.535
2023-04-17 03:00:00,19.1,36.72,3.6,128.0,1022.0,0.0,1.005,0.655,3,0,0,7.238,5.249,13.850827806193145,7.093686333138561,0,0,8.912,6.674,8.108,8.276
2023-04-17 04:00:00,22.03,33.34,3.48,151.3,1013.3,0.0,1.364,0.785,4,0,0,11.536,8.809,9.333002954302367,4.696995278476402,0,0,7.238,8.912,5.249,8.108
2023-04-17 05:00:00,24.52,41.28,2.89,79.4,1019.0,0.0,1.346,0.892,5,0,0,7.294,6.723,13.001817512832211,7.844622590172979,0,0,11.536,7.238,8.809,5.249
2023-04-17 06:00:00,21.41,39.94,3.11,265.1,1021.9,0.0,1.266,0.806,6,0,0,14.848,6.332,12.724333419156999,12.654761876720437,0,0,7.294,11.536,6.723,8.809
2023-04-17 07:00:00,22.35,42.06,3.62,242.4,1015.3,0.0,1.176,1.096,7,0,0,9.844,5.257,8.555603180533934,9.459475124934201,0,0,14.848,7.294,6.332,6.723
2023-04-17 08:00:00,28.05,34.74,3.82,217.7,1026.0,0.0,1.271,1.155,8,0,0,12.399,7.167,11.690152231548721,6.39694670421906,0,0,9.844,14.848,5.257,6.332
2023-04-17 09:00:00,27.31,47.24,2.12,176.7,1016.8,0.0,1.068,1.138,9,0,0,12.88,13.102,15.123373143535195,8.657975069827886,0,0,12.399,9.844,7.167,5.257
2023-04-17 10:00:00,26.6,34.57,3.68,208.8,1022.9,0.0,1.282,0.716,10,0,0,8.856,9.003,17.00764736425075,7.5000805596981355,0,0,12.88,12.399,13.102,7.167
2023-04-17 11:00:00,28.78,46.31,4.6,216.8,1021.5,0.0,1.166,0.882,11,0,0,11.585,5.994,10.990923159658545,8.223542014889523,0,0,8.856,12.88,9.003,13.102
2023-04-17 12:00:00,25.15,37.9,3.82,187.3,1016.0,0.0,1.101,0.678,12,0,0,13.531,9.315,10.40121803504599,8.399702384068577,0,0,11.585,8.856,5.994,9.003
2023-04-17 13:00:00,28.14,44.45,4.47,189.6,1018.8,0.0,1.301,0.803,13,0,0,14.464,7.562,10.33648360547378,8.81051625444631,0,0,13.531,11.585,9.315,5.994
2023-04-17 14:00:00,28.03,55.79,0.35,297.1,1024.2,0.0,1.248,0.874,14,0,0,10.985,8.737,9.667918312477008,9.39114521927479,0,0,14.464,13.531,7.562,9.315
2023-04-17 15:00:00,27.95,54.53,3.53,143.5,1016.6,0.0,1.169,0.67,15,0,0,10.75,8.327,11.344226399794602,12.073183945019167,0,0,10.985,14.464,8.737,7.562
2023-04-17 16:00:00,24.59,50.29,3.2,278.1,1019.5,0.0,1.204,0.768,16,0,0,11.614,8.901,11.118663681273226,8.040332928105077,0,0,10.75,10.985,8.327,8.737
2023-04-17 17:00:00,24.71,51.19,3.96,121.6,1012.8,0.55,1.133,1.15,17,0,0,9.187,9.261,9.46056554322444,9.677540169638675,0,0,11.614,10.75,8.901,8.327
2023-04-17 18:00:00,22.2,53.95,1.81,315.0,1020.2,0.0,1.249,1.249,18,0,0,10.291,11.13,11.005830399953538,7.519032718883228,0,0,9.187,11.614,9.261,8.901
2023-04-17 19:00:00,22.32,55.33,2.43,75.2,1017.2,0.0,1.246,1.041,19,0,0,11.023,8.528,4.833586947545081,6.745068345338989,0,0,10.291,9.187,11.13,9.261
2023-04-17 20:00:00,19.73,57.48,3.84,246.5,1020.9,0.0,1.237,0.938,20,0,0,9.584,9.086,8.202230134662186,7.104725221904823,0,0,11.023,10.291,8.528,11.13
2023-04-17 21:00:00,19.28,49.37,1.87,179.0,1015.4,0.0,1.036,0.85,21,0,0,11.381,8.291,7.966117970390755,6.866510861238466,0,0,9.584,11.023,9.086,8.528
2023-04-17 22:00:00,17.78,43.1,3.18,208.5,1020.1,0.0,1.227,0.637,22,0,0,4.602,6.736,9.784315690579865,8.276071823438379,0,0,11.381,9.584,8.291,9.086
2023-04-17 23:00:00,19.26,48.24,2.92,210.4,1017.4,0.0,1.118,0.717,23,0,0,8.361,8.218,11.251454937870033,7.1405424340779255,0,0,4.602,11.381,6.736,8.291
2023-04-18 00:00:00,19.42,43.78,2.72,254.7,1008.2,1.24,1.277,0.842,0,1,0,8.048,6.787,11.519950835678774,7.325149662216278,0,0,8.361,4.602,8.218,6.736
2023-04-18 01:00:00,18.28,38.34,3.49,100.7,1019.1,0.0,1.201,0.889,1,1,0,10.059,9.039,10.69925390351556,6.710147729734013,0,0,8.048,8.361,6.787,8.218
2023-04-18 02:00:00,19.11,42.8,1.8,216.5,1023.8,0.0,1.381,0.704,2,1,0,11.06,6.827,9.861202504659147,9.279206295368816,0,0,10.059,8.048,9.039,6.787
2023-04-18 03:00:00,18.12,39.1,2.13,229.5,1014.4,0.0,1.161,0.717,3,1,0,11.393,6.972,10.427825293096648,8.5173283751198,0,0,11.06,10.059,6.827,9.039
2023-04-18 04:00:00,20.53,39.91,2.77,178.7,1016.2,0.0,1.094,0.837,4,1,0,9.193,6.839,12.880573239760468,8.277886626269014,0,0,11.393,11.06,6.972,6.827
