NH3_ug_m3,temperature_C,humidity_%,SO2_ug_m3
9.582,29.11,60.53,11.449
7.296,29.03,61.86,9.979
9.74,26.68,69.54,8.354
13.151,23.44,63.21,9.642
26.925,25.13,57.41,31.173
10.02,24.43,62.45,8.665
10.494,25.45,63.07,9.474
11.115,19.82,57.74,9.055
9.452,21.29,61.89,9.423
7.667,18.67,57.06,11.178
9.306,22.33,47.82,9.953
9.442,21.8,48.15,12.608
6.209,25.8,49.99,11.623
9.237,23.77,41.62,10.843
10.294,23.97,49.36,12.367
10.368,26.72,41.24,10.022
9.983,26.12,53.18,12.548
9.198,30.43,53.99,13.434
6.655,27.85,54.04,14.89
8.295,30.86,51.24,13.434
8.331,28.5,56.7,10.051
11.218,30.44,56.03,11.123
9.546,32.3,55.89,11.55
9.776,29.96,60.32,9.344
11.259,27.46,65.74,11.811
10.263,27.25,63.92,11.133
10.141,26.02,69.82,8.837
9.075,25.27,66.81,11.64
8.789,21.85,65.58,8.055
9.927,23.17,55.24,8.018
11.871,18.42,58.88,7.043
9.065,20.41,53.83,7.254
7.205,20.4,55.53,7.574
8.468,21.92,51.42,9.822
9.589,21.69,50.76,9.318
7.993,20.77,54.85,9.615
7.634,22.31,51.24,9.886
9.503,24.93,52.57,10.315
8.973,25.89,41.86,11.467
8.55,26.59,48.77,9.161
8.901,27.91,53.2,11.386
9.646,30.36,56.63,8.358
8.182,29.7,46.07,15.031
8.74,30.71,52.79,10.144
9.992,33.59,60.4,10.63
10.956,29.11,57.57,10.144
9.69,28.1,56.62,5.698
9.625,30.46,55.72,10.148
12.048,27.67,59.4,8.556
11.256,26.9,57.24,9.335
12.232,25.05,64.5,8.96
11.491,24.38,67.58,9.595
9.531,25.41,58.15,8.881
10.081,23.42,62.95,8.715
8.931,22.69,63.65,12.028
8.702,19.46,58.33,8.132
7.757,19.6,50.07,8.761
6.802,17.74,55.99,5.363
9.565,20.68,52.3,6.603
10.485,23.59,50.23,9.368
9.265,24.1,47.4,9.883
9.897,24.42,49.14,9.347
7.639,25.95,50.56,9.635
7.72,26.45,58.35,6.892
10.104,28.73,50.04,11.854
8.614,30.44,56.9,11.394
10.154,28.37,53.95,10.428
11.639,31.17,54.05,10.648
9.946,32.1,57.11,10.196
8.765,30.31,53.7,11.794
9.946,31.15,61.74,8.173
9.797,32.89,54.2,9.002
11.823,28.36,59.99,10.852
12.643,27.75,64.68,13.11
11.614,25.1,69.29,10.157
11.92,24.9,69.97,10.234
9.338,24.03,62.5,10.59
13.225,22.68,62.8,6.095
10.73,20.43,64.45,7.985
9.121,21.4,53.27,8.427
10.306,22.73,58.39,6.865
8.613,21.68,51.39,9.319
9.875,22.8,52.08,8.655
7.922,22.15,49.27,11.315
7.571,24.37,51.58,8.632
6.972,25.01,51.24,10.376
9.812,24.83,52.33,8.88
13.469,27.65,50.43,11.93
10.495,27.28,50.53,14.563
9.98,28.75,58.53,10.256
11.14,30.53,46.67,11.041
7.393,31.16,61.48,9.506
9.362,29.54,55.61,10.858
11.26,32.07,61.12,9.669
11.573,30.99,59.47,8.794
9.713,28.66,59.61,11.489
9.594,26.63,65.63,8.302
10.17,27.09,68.66,9.494
13.673,25.44,66.66,11.463
10.64,24.81,62.33,8.786
10.738,23.04,78.14,8.319
8.788,20.03,67.22,8.415
9.833,21.18,64.5,10.953
8.759,20.78,57.43,9.914
9.4,21.72,54.52,7.659
8.256,20.29,53.83,7.403
10.604,23.65,57.35,8.141
8.998,20.13,47.4,10.886
8.735,25.03,45.82,8.424
9.66,24.4,51.45,12.124
9.305,26.99,50.3,8.353
8.607,27.35,46.21,11.794
9.009,29.83,45.73,11.498
10.207,29.03,57.12,14.04
5.956,28.97,54.45,13.615
9.497,32.5,49.5,14.016
6.029,30.82,51.85,11.597
6.039,31.06,57.64,11.888
10.953,31.77,63.95,7.623
10.937,28.26,65.06,11.684
10.077,29.18,68.48,9.027
11.516,26.55,58.79,10.949
9.353,25.8,65.92,4.101
10.908,24.75,70.45,9.519
10.425,21.66,69.28,6.637
9.188,21.49,64.11,12.195
8.172,23.25,70.41,10.139
11.578,22.19,61.53,8.399
44.574,20.87,61.44,34.472
9.838,21.41,55.38,7.252
21.941,21.27,50.15,45.458
7.584,24.04,48.12,7.359
8.602,23.21,51.07,9.258
9.079,24.93,48.7,9.727
9.556,27.32,42.2,11.058
10.039,26.31,45.44,11.886
10.438,30.32,49.07,13.662
10.245,27.65,54.53,14.519
9.484,32.23,53.21,13.385
11.004,30.33,54.91,11.463
9.188,30.66,53.33,11.924
12.578,28.51,59.44,11.135
7.417,29.73,66.55,10.282
11.581,28.24,63.55,10.161
10.052,27.72,58.17,13.411
11.614,27.08,59.99,9.144
12.683,27.1,67.63,9.889
11.511,24.9,64.1,10.218
10.572,23.82,63.9,10.551
10.762,21.1,60.48,7.382
8.549,20.56,63.29,9.813
12.061,23.28,58.14,8.686
8.854,20.05,56.78,11.637
10.297,23.09,52.05,10.207
9.686,21.31,57.21,12.078
9.794,22.4,50.99,9.692
9.917,24.72,53.03,9.102
8.587,26.17,45.03,10.167
7.692,25.8,56.46,11.331
10.289,26.76,54.91,10.923
6.161,28.37,42.96,10.71
9.786,29.87,48.66,11.614
5.896,31.33,55.44,9.648
8.069,30.77,50.18,11.338
13.943,31.68,57.0,8.954
7.47,32.73,61.3,12.113
10.488,30.72,60.79,12.326
9.317,29.84,65.34,10.623
12.177,26.61,61.68,11.996
10.502,24.07,56.28,10.527
14.013,26.4,69.46,10.237
9.763,24.53,69.16,10.21
7.938,22.82,74.47,8.121
10.57,22.69,54.36,10.04
7.536,21.53,64.53,6.739
9.064,22.46,51.72,8.177
9.332,21.02,64.81,9.376
12.215,20.19,57.66,11.67
7.394,22.78,49.97,9.748
10.661,22.12,55.25,8.794
10.005,24.05,48.64,13.986
7.555,24.05,51.26,11.096
8.616,25.14,50.61,10.976
8.775,27.31,57.03,13.858
9.934,28.43,58.11,10.072
7.903,30.03,49.74,11.107
9.315,29.93,58.02,10.903
10.936,28.54,57.13,11.448
8.827,30.4,52.13,11.085
10.284,31.7,57.07,12.326
12.025,29.89,71.13,11.559
11.513,29.16,64.87,12.215
10.549,29.6,68.71,9.728
9.678,26.36,64.66,11.527
11.406,24.07,63.62,8.732
12.037,24.43,65.62,8.149
11.996,22.84,63.65,11.124
10.793,21.22,57.47,7.647
11.612,21.38,57.77,9.033
10.014,21.68,62.68,5.909
11.07,20.89,56.52,9.32
9.056,21.44,56.07,8.656
10.28,23.75,54.98,7.763
8.195,21.95,53.63,9.339
10.262,23.73,55.7,10.132
10.119,23.99,45.92,12.646
11.37,24.88,52.32,11.375
7.92,26.49,53.33,8.216
9.89,27.83,55.05,9.573
11.302,29.87,46.73,10.418
10.674,33.05,55.06,12.597
9.41,29.87,62.83,11.524
9.102,30.4,57.64,10.629
8.25,30.65,62.04,9.301
10.418,30.7,65.16,9.433
9.058,29.75,59.59,8.924
10.729,29.94,72.3,10.018
8.941,24.28,67.76,10.981
10.346,23.04,68.12,10.091
10.914,24.01,59.12,8.715
10.833,24.72,68.14,7.666
9.631,20.49,65.72,6.79
10.009,17.96,68.53,10.056
10.505,21.76,58.86,7.072
8.056,21.17,54.34,8.553
9.735,19.74,53.49,8.973
8.743,20.37,52.27,7.546
8.126,21.18,48.16,12.236
5.881,23.51,56.53,11.259
9.18,23.83,55.88,10.285
7.485,26.47,49.51,7.497
7.635,23.75,49.0,10.475
8.993,27.35,44.1,10.739
10.051,28.06,55.42,10.734
10.514,29.9,60.91,15.217
7.278,30.06,53.67,8.919
8.021,31.84,57.83,10.788
9.368,28.48,62.1,12.332
9.224,30.26,69.19,11.595
9.199,30.09,64.75,10.07
11.986,30.61,66.0,11.142
11.965,26.6,66.74,12.36
10.841,26.27,60.59,8.409
9.76,22.42,60.23,8.215
11.024,20.51,61.99,7.824
10.239,23.36,68.0,6.573
10.68,21.54,60.95,9.561
9.63,22.46,58.25,7.549
10.787,19.21,56.36,9.009
10.873,21.65,55.93,12.278
9.666,23.77,61.36,7.925
8.787,22.83,52.29,10.738
8.849,23.69,48.48,8.915
5.909,24.57,50.92,10.004
8.693,23.97,57.57,8.793
11.125,28.78,48.81,12.686
10.797,27.63,46.9,10.79
9.74,30.0,50.89,12.985
10.248,28.31,55.07,11.187
8.15,29.27,59.23,12.934
8.033,32.58,62.58,9.682
8.471,30.27,56.44,10.897
10.347,31.93,58.75,10.862
10.109,29.3,62.91,10.717
10.291,26.15,68.22,10.152
12.014,28.22,61.24,10.312
10.583,25.15,64.12,8.993
11.25,25.4,63.91,8.835
9.806,23.39,69.25,9.758
11.267,20.47,66.32,5.516
9.179,21.73,66.17,8.439
7.969,23.66,65.98,7.825
9.993,21.43,57.59,8.597
8.955,20.94,51.99,9.019
7.54,22.8,50.08,8.821
9.772,22.55,45.8,8.111
8.73,23.59,50.04,9.598
10.168,23.23,49.54,12.717
9.189,26.12,53.96,11.971
7.392,28.37,51.15,7.595
9.989,27.33,49.92,10.624
9.496,31.08,52.69,11.263
9.766,30.06,50.65,10.209
11.28,29.6,60.84,14.286
10.561,32.03,55.66,9.711
10.314,30.32,56.32,11.179
9.231,31.08,66.08,10.434
10.05,29.02,66.76,13.051
10.781,28.26,58.84,8.629
12.017,27.72,69.96,11.896
13.168,26.18,63.84,11.205
9.924,22.15,65.04,8.767
10.625,21.99,66.48,9.082
10.789,23.42,66.81,9.215
8.191,21.35,64.59,9.263
8.727,20.38,60.68,8.342
11.994,19.18,57.37,7.578
11.568,19.69,58.64,10.264
9.148,19.05,54.59,11.563
8.286,22.15,60.63,9.395
9.234,22.59,54.48,8.642
7.702,23.36,47.64,8.534
10.624,25.73,49.15,10.174
10.92,27.54,51.53,10.995
9.304,30.82,57.33,12.06
9.899,27.53,59.05,13.506
9.798,31.53,53.48,10.012
9.973,31.81,53.26,9.939
10.036,29.88,54.82,13.488
11.126,30.88,62.15,11.885
7.528,29.59,72.28,10.647
10.399,29.57,66.88,12.456
12.865,30.12,59.62,10.616
13.999,27.83,63.89,11.442
9.564,26.42,64.57,8.656
10.56,24.0,63.5,8.4
10.436,21.53,64.44,8.515
10.383,22.03,66.2,11.427
10.037,22.93,65.79,9.382
6.599,19.15,65.5,12.436
7.908,19.52,61.42,8.616
10.264,21.11,49.44,8.317
10.744,20.27,51.09,7.713
9.529,21.3,53.03,11.826
7.614,22.78,52.98,10.667
10.189,22.85,55.04,10.88
6.799,24.62,51.5,8.998
10.367,27.92,51.8,12.92
7.935,26.72,53.35,12.01
8.536,27.4,52.65,9.933
9.056,29.36,55.67,13.325
11.727,31.49,61.76,10.44
7.088,30.55,58.99,8.744
13.084,30.06,61.27,10.216
12.762,30.17,63.19,8.126
11.885,27.22,70.17,9.998
13.217,28.88,61.82,10.253
10.34,27.54,74.15,9.654
12.638,25.29,62.62,8.779
11.188,25.7,64.43,7.844
9.635,21.93,69.23,5.358
10.335,23.6,69.1,10.005
12.024,21.64,57.71,8.572
12.002,20.55,57.02,9.784
6.991,20.73,60.69,9.37
8.707,20.8,66.89,9.727
7.925,22.89,60.57,8.854
10.006,20.93,52.93,10.058
8.023,22.34,42.98,8.054
12.188,25.71,52.18,8.596
10.668,25.04,53.03,10.088
10.948,28.13,50.32,11.321
8.708,30.3,49.25,10.26
11.022,28.81,54.56,11.52
11.106,30.9,51.81,13.232
9.772,29.2,65.0,12.614
5.923,31.66,65.65,11.312
8.481,30.82,64.28,13.532
10.063,30.65,63.94,11.874
10.493,28.52,62.6,10.028
8.989,26.26,66.43,13.019
11.768,27.65,73.87,10.347
8.088,23.28,71.06,9.713
11.117,24.08,68.12,6.014
12.872,24.39,70.2,8.333
9.97,22.45,67.42,7.666
9.416,23.76,65.17,7.992
7.349,22.16,65.57,9.225
8.122,19.94,61.91,10.439
8.85,20.93,61.2,9.725
9.772,21.34,56.48,7.484
8.721,20.29,53.17,8.745
9.754,22.1,50.72,10.349
6.585,23.76,49.44,8.754
8.907,23.28,45.42,11.752
7.056,27.08,48.46,11.397
5.43,27.93,49.15,11.823
7.878,27.25,52.15,9.409
7.755,30.54,62.09,8.079
9.755,31.41,57.14,11.058
9.848,31.0,60.81,11.113
7.768,30.17,63.0,12.563
8.832,30.77,70.19,10.456
12.282,30.08,63.19,12.888
12.251,28.59,65.88,11.162
9.646,26.03,67.14,10.713
9.615,26.06,72.38,9.485
8.814,25.87,72.94,8.281
9.184,22.51,68.67,7.34
13.008,24.71,70.43,6.363
10.59,20.77,64.55,10.175
10.242,20.94,61.22,3.57
10.315,19.89,64.81,7.445
8.416,21.13,59.98,9.846
7.998,19.27,53.15,8.721
10.827,21.5,58.43,8.685
11.197,21.88,52.33,11.419
7.74,24.56,51.05,7.517
11.012,26.89,55.67,8.926
8.187,27.76,52.01,10.149
10.28,25.35,54.72,9.832
10.424,31.68,57.09,7.831
9.389,30.38,52.96,12.061
8.014,29.59,59.57,8.427
9.706,30.88,65.49,10.626
6.259,30.74,58.34,10.537
10.805,29.22,65.9,8.947
10.469,29.47,62.44,9.548
10.828,27.47,71.11,9.827
12.255,26.5,71.87,10.15
11.791,24.87,66.68,9.29
10.707,22.68,76.66,7.875
10.539,23.37,71.45,7.17
9.657,22.86,68.58,6.317
9.359,21.98,66.7,10.459
11.162,21.85,66.1,6.408
9.816,21.05,56.37,6.98
10.436,20.19,59.06,10.285
9.339,22.34,57.89,7.259
8.809,20.5,53.1,9.283
8.849,22.08,55.29,8.223
8.615,23.21,57.55,11.212
9.451,26.96,50.67,5.944
7.511,28.09,52.41,10.064
8.235,28.75,50.14,11.859
9.561,30.48,47.55,10.556
9.843,28.94,59.47,9.996
11.988,30.91,58.18,13.111
11.057,30.51,60.55,11.431
12.056,31.51,58.48,10.376
13.442,29.85,63.61,10.518
10.398,28.73,70.4,10.146
9.219,28.81,67.29,10.887
13.145,28.01,68.2,9.245
10.217,24.86,69.18,9.794
13.397,24.29,63.14,7.318
12.161,21.89,69.78,9.353
9.016,19.13,60.99,8.063
7.977,21.57,60.6,7.68
11.85,21.56,58.23,5.295
8.409,20.94,59.91,7.601
9.306,18.46,57.13,11.765
8.162,20.87,56.61,8.23
10.351,19.43,51.33,9.765
8.056,24.77,57.71,10.796
8.389,23.03,56.22,9.552
9.87,27.13,51.92,7.049
9.308,28.05,50.97,12.34
9.952,27.05,51.37,15.33
8.54,27.8,53.72,10.064
8.923,30.38,51.01,12.55
8.61,29.44,54.7,9.639
12.181,30.75,64.05,12.082
10.692,29.88,63.89,9.051
12.554,27.82,71.15,11.508
11.629,26.48,65.07,9.621
12.614,28.4,66.09,13.275
8.763,26.25,66.71,8.082
11.489,24.96,67.34,8.312
10.444,25.17,65.7,10.189
11.825,24.53,68.62,9.283
9.563,21.76,66.39,7.769
11.069,20.89,62.57,10.1
10.331,21.4,67.69,8.18
11.55,18.96,68.46,9.347
11.479,21.03,63.47,7.069
6.998,21.92,59.1,11.134
10.615,22.87,58.26,10.417
10.301,20.77,61.37,6.932
6.746,23.38,56.18,12.292
7.335,24.54,50.53,11.183
12.052,27.0,54.71,12.18
8.712,28.67,56.45,13.198
10.767,30.92,51.23,11.765
10.281,29.33,55.73,14.699
11.373,29.82,63.2,11.22
8.808,31.97,53.58,10.086
48.443,30.77,57.94,49.789
9.837,31.44,64.16,10.495
11.785,29.47,67.94,11.677
10.075,26.7,62.37,9.177
10.732,25.28,68.09,9.825
13.751,23.73,73.49,7.475
12.65,25.09,68.87,5.938
12.358,24.52,71.55,9.59
9.985,24.27,64.16,7.62
10.252,22.27,61.63,9.222
8.98,22.15,66.34,8.13
10.278,19.85,62.6,9.01
10.907,19.33,54.31,11.981
10.249,22.24,53.92,12.193
9.085,22.52,61.73,10.056
9.981,23.18,50.5,9.344
9.639,24.72,57.14,10.701
10.076,25.94,51.22,8.811
10.615,28.39,53.39,11.71
7.748,29.6,55.38,11.219
5.822,29.74,47.07,10.647
7.642,30.9,51.28,13.065
10.599,31.0,59.4,10.788
10.686,30.0,58.23,12.753
11.347,31.29,67.18,7.988
8.979,28.21,58.7,10.554
10.429,30.35,69.05,11.765
11.281,26.62,62.55,10.415
12.142,27.19,67.45,12.693
10.151,24.54,64.87,5.865
10.598,24.92,76.46,8.51
12.515,23.01,62.7,9.765
9.819,20.1,66.3,8.982
11.898,21.73,58.22,6.663
7.293,20.03,69.6,5.021
9.141,21.57,62.99,8.906
8.823,20.68,59.86,9.631
11.075,21.66,63.28,7.424
9.615,20.83,56.32,10.173
11.731,22.3,55.34,6.451
10.849,23.67,54.18,10.553
9.712,26.54,55.64,7.102
10.292,28.82,51.69,12.77
9.953,27.04,53.6,11.051
8.767,30.34,58.97,11.851
7.781,27.24,58.49,11.415
11.842,28.91,58.86,9.567
11.3,29.36,55.78,9.552
10.082,28.72,69.45,12.556
10.369,27.94,62.74,9.446
9.362,29.54,70.99,9.452
11.884,27.75,69.02,8.997
12.492,27.26,63.94,10.12
37.102,26.34,74.39,57.648
9.767,24.54,70.13,9.593
10.673,23.8,73.65,9.586
10.493,21.89,66.31,7.285
11.329,19.76,68.2,9.088
10.479,21.95,56.41,11.33
8.712,19.76,59.64,9.487
45.297,19.52,54.48,36.345
8.697,20.93,56.14,8.79
9.227,20.84,57.87,10.303
9.876,22.47,52.3,7.943
9.735,24.59,57.37,11.474
8.617,25.89,50.22,9.409
8.66,25.69,57.46,11.794
32.269,27.38,59.95,47.82
10.28,30.29,60.04,10.765
11.588,30.39,56.26,10.397
10.912,32.79,51.07,11.392
6.928,31.89,63.97,7.959
11.274,31.67,63.21,11.56
11.699,28.13,61.73,8.247
11.591,29.92,65.07,8.73
10.326,27.91,74.31,7.625
11.209,26.1,64.82,11.426
11.792,25.67,71.51,11.289
10.206,25.31,70.24,11.522
9.269,23.57,67.14,8.575
12.678,20.88,69.88,7.898
11.018,22.03,72.17,6.116
8.172,19.87,62.53,9.529
7.799,20.69,60.93,8.454
10.203,20.23,62.32,7.197
8.406,20.83,61.57,10.363
7.189,22.81,55.73,8.337
9.841,21.68,53.75,8.291
8.992,26.47,45.3,9.019
9.74,23.24,50.79,8.342
9.673,26.0,49.61,8.682
7.285,28.37,57.71,7.547
10.371,29.66,55.27,11.557
9.135,29.64,56.77,9.395
11.197,30.19,59.79,12.67
10.424,30.92,58.42,9.946
8.594,29.98,70.18,9.183
11.139,31.43,71.09,7.719
9.579,29.97,74.03,8.558
13.201,28.97,71.56,9.988
11.331,25.56,69.51,10.797
9.645,25.33,76.36,5.205
9.334,23.77,66.9,6.755
11.973,21.72,65.34,7.791
8.038,22.32,65.15,7.165
11.67,20.45,67.99,9.35
10.257,21.38,60.92,7.98
11.565,19.1,61.53,9.897
11.792,22.61,53.68,9.237
7.543,19.98,60.08,9.045
9.38,22.11,50.43,9.887
7.508,23.83,51.5,10.73
7.896,23.4,59.29,6.701
9.373,26.4,58.87,11.095
12.185,25.2,55.92,15.025
9.276,29.62,56.33,10.488
8.577,28.93,54.37,9.05
10.481,29.0,55.06,9.827
8.662,29.85,58.63,9.507
9.141,31.35,56.1,9.347
10.06,29.51,65.23,10.601
10.474,28.81,66.35,11.733
10.8,28.65,64.08,7.046
8.14,26.47,75.36,8.326
12.533,28.86,72.31,10.234
12.035,24.7,72.92,8.363
12.923,25.08,67.93,11.03
11.149,23.13,69.08,8.133
9.37,20.66,70.32,10.83
7.757,21.04,66.76,10.226
9.418,21.49,70.63,6.044
9.75,20.11,61.59,6.985
10.221,21.94,58.32,12.165
8.83,22.23,60.95,9.047
7.101,22.9,51.69,11.52
11.173,22.28,59.18,12.477
10.086,22.74,49.48,8.61
6.076,24.6,56.96,10.579
8.73,26.86,52.09,10.786
9.306,28.49,57.39,9.087
8.303,26.26,60.38,10.025
9.088,29.65,59.02,11.077
7.159,30.35,55.54,8.211
10.733,30.0,58.82,9.601
10.244,31.71,61.56,10.31
11.098,30.17,58.83,10.862
11.407,30.44,72.58,11.541
11.205,27.58,69.78,9.843
11.062,27.75,65.59,10.027
10.471,27.3,76.23,7.998
10.379,25.61,67.33,9.344
11.714,21.52,70.34,10.008
13.262,21.49,64.76,8.749
13.727,20.59,58.34,6.6
8.739,21.09,59.02,10.25
9.059,21.11,60.87,11.43
7.047,19.45,64.19,5.524
9.256,21.04,60.05,10.675
7.498,19.33,57.57,10.876
8.472,24.52,47.69,9.228
8.567,23.38,60.02,7.616
12.411,25.35,55.56,8.374
11.36,26.21,54.46,12.19
10.873,29.16,60.26,9.792
12.259,25.42,62.0,11.11
9.675,29.6,63.28,14.133
7.36,29.99,59.6,9.955
10.96,29.74,58.65,10.364
10.175,32.19,68.69,11.943
11.394,28.55,61.2,11.74
10.396,29.75,76.11,10.05
10.733,28.21,69.7,9.198
11.223,28.09,66.15,5.818
14.784,24.49,65.74,6.119
8.273,23.11,65.28,8.202
14.096,24.1,70.15,9.181
7.615,22.26,68.29,9.885
11.009,19.1,61.72,8.331
11.599,19.81,63.31,8.461
10.699,20.7,57.44,9.326
13.934,21.41,63.2,10.942
8.923,20.09,58.7,10.676
8.538,18.2,55.75,8.124
9.535,23.36,50.84,10.221
13.231,22.48,53.99,11.379
9.692,22.82,53.26,10.297
11.278,23.13,56.46,11.663
6.154,28.71,56.66,9.896
14.233,28.93,60.43,9.504
8.721,29.3,56.98,8.849
9.259,31.73,53.4,12.888
9.152,31.0,66.88,9.355
10.726,32.01,61.24,9.082
9.092,27.9,62.49,10.633
9.649,28.73,68.4,9.591
12.023,25.8,71.05,7.604
9.961,26.26,68.52,11.007
10.816,24.94,68.76,9.331
11.238,24.69,69.08,10.192
12.496,22.79,75.51,8.502
11.293,22.45,68.56,9.402
10.233,21.75,63.04,9.146
11.586,22.99,61.16,11.319
9.484,19.81,62.17,8.253
11.337,19.23,62.05,8.962
8.072,21.15,61.11,10.528
9.368,20.69,58.01,8.263
9.642,24.46,52.87,9.001
9.632,23.55,53.75,8.05
8.901,24.51,58.1,7.745
10.906,25.91,50.86,10.444
13.66,28.55,54.38,10.143
10.216,28.53,59.9,12.75
9.627,28.75,62.67,12.215
9.301,32.01,60.33,8.924
10.03,29.16,61.52,7.834
10.409,30.06,59.95,10.729
11.974,30.3,69.27,11.18
7.99,26.76,74.1,8.686
12.451,28.26,80.36,10.605
12.7,25.21,72.44,12.914
9.741,26.17,70.97,11.768
13.367,22.74,67.22,12.294
8.184,23.52,62.58,10.317
7.905,22.98,69.53,6.072
10.134,21.89,76.57,8.835
8.76,20.66,70.32,7.246
8.26,19.86,67.89,7.082
10.057,19.61,62.33,7.544
10.865,22.57,60.86,11.199
10.224,20.76,48.07,9.331
11.155,21.39,59.54,8.082
11.833,24.64,53.38,10.454
8.23,24.18,52.61,10.138
11.73,25.29,54.4,10.546
9.01,25.9,55.06,8.441
10.504,28.09,54.89,10.529
10.113,29.36,59.48,12.048
10.778,30.25,59.12,9.139
10.018,31.27,63.82,12.357
10.029,30.6,59.54,9.216
9.461,29.23,66.56,9.004
9.76,28.43,64.69,10.722
10.785,28.25,67.78,9.661
12.479,27.95,71.72,9.552
13.317,25.28,65.0,8.085
12.521,23.28,67.86,9.178
10.713,21.44,72.62,9.724
9.061,19.86,63.43,6.261
11.537,21.6,74.53,8.932
9.285,21.0,70.31,7.073
9.865,20.77,61.69,8.845
8.668,20.09,58.45,7.777
9.359,22.44,60.48,8.119
10.448,20.96,52.22,6.637
8.245,23.73,48.73,11.858
6.961,23.74,54.11,6.664
5.982,24.35,55.14,8.156
8.978,27.08,56.32,8.556
8.145,28.07,54.28,11.566
9.014,29.04,63.11,7.022
9.812,29.51,53.69,11.022
10.59,29.86,57.05,9.795
9.818,32.94,65.62,9.88
11.385,31.33,61.1,10.396
10.389,30.28,62.87,11.284
11.27,28.75,69.82,9.682
11.352,28.79,66.39,8.082
9.035,26.99,70.87,9.89
11.406,25.11,68.87,9.672
11.873,23.42,67.95,10.057
11.335,22.48,62.19,7.391
12.624,17.74,69.89,6.953
9.342,21.0,62.68,5.762
11.052,19.66,65.07,8.6
9.868,21.93,61.87,9.078
10.632,20.22,61.02,9.592
9.456,19.27,59.32,9.42
12.346,21.43,59.04,8.878
10.516,21.27,54.08,11.39
10.355,24.3,61.16,8.336
8.731,25.37,48.53,8.055
11.417,27.47,55.29,11.746
9.443,26.57,60.34,8.793
9.195,28.6,60.17,13.227
8.471,27.72,56.02,10.316
12.174,30.69,58.62,13.576
8.563,30.65,59.89,9.583
11.173,30.45,68.39,10.129
13.101,29.36,64.96,11.433
11.289,29.06,70.6,7.054
10.371,29.45,71.91,8.626
10.075,25.98,81.12,8.318
10.64,25.19,73.17,7.34
11.265,22.43,68.4,9.57
9.927,21.48,65.01,6.511
11.752,21.61,68.47,9.63
11.448,22.02,67.44,8.776
9.774,19.89,57.15,8.626
10.697,19.68,61.31,7.863
9.658,19.65,63.29,6.088
11.167,19.99,58.04,6.491
12.14,21.78,62.39,10.104
8.706,20.67,51.01,9.119
8.999,25.21,59.15,10.579
8.644,24.17,59.83,11.063
11.732,27.13,60.27,10.025
9.997,25.94,50.98,11.87
10.515,29.3,59.77,10.063
12.349,30.1,57.49,7.724
10.853,30.26,56.47,10.395
13.159,28.77,62.51,10.843
35.457,30.1,62.62,43.327
12.596,27.88,71.85,12.001
13.232,28.2,71.88,10.097
10.802,28.7,66.49,6.491
10.965,27.22,69.0,7.66
12.875,24.98,70.65,12.13
12.78,22.5,71.61,9.731
10.862,23.24,75.12,7.146
9.955,21.45,72.59,9.142
10.929,17.85,68.38,8.604
10.108,21.08,65.2,10.653
9.738,19.88,57.32,11.533
10.315,21.52,67.51,7.35
8.004,19.26,58.63,8.054
9.94,17.56,64.98,11.625
8.16,22.74,58.27,10.531
11.288,23.96,64.79,7.85
11.948,22.88,58.84,11.311
10.453,25.03,50.96,12.258
9.164,30.71,55.03,12.374
10.702,28.08,58.08,9.342
12.814,30.11,56.92,8.973
13.133,28.96,60.84,10.307
9.953,27.4,58.95,10.842
12.047,29.53,66.51,8.656
7.585,28.92,69.37,11.262
10.752,27.96,66.06,13.634
12.832,27.27,79.11,8.088
11.276,26.52,72.4,9.226
12.018,24.73,69.15,10.752
12.635,22.1,65.63,8.42
13.364,22.99,71.58,6.696
9.568,19.03,69.03,9.952
6.842,18.12,71.55,8.737
10.322,20.96,65.91,10.948
7.755,20.46,59.89,7.677
9.721,19.95,69.28,8.725
8.903,18.84,62.41,7.004
9.758,20.46,57.99,8.55
10.683,22.03,58.39,7.686
10.1,21.64,58.83,7.997
8.903,23.96,50.95,9.238
12.005,26.92,57.57,9.589
7.12,29.06,55.93,11.351
11.061,27.88,61.04,12.312
8.394,30.09,57.7,7.653
12.845,27.38,60.17,10.928
9.778,30.64,71.31,8.085
12.421,28.71,71.66,10.971
11.484,29.55,55.48,7.719
12.419,28.09,74.95,7.498
11.896,28.93,71.3,10.454
10.816,25.09,69.56,9.279
9.331,25.6,68.63,6.653
11.085,23.22,68.59,11.031
10.925,22.16,68.87,8.652
8.857,21.09,65.81,9.356
31.394,19.5,63.24,30.586
13.949,20.0,62.57,11.201
9.244,19.71,66.2,8.061
10.554,20.25,63.04,6.727
10.867,20.56,63.13,10.506
8.934,22.21,58.99,11.374
11.67,23.39,52.75,10.674
11.463,22.23,59.16,10.744
11.781,25.83,52.89,11.048
9.518,24.66,59.77,9.935
10.419,27.99,53.32,10.526
11.187,29.06,56.5,11.73
9.359,26.82,59.46,10.697
11.989,29.73,65.53,11.246
10.737,29.22,65.61,7.894
12.022,28.7,67.06,10.292
10.211,30.74,76.45,11.591
10.978,27.54,63.22,10.044
11.397,26.32,67.68,10.477
13.075,26.17,68.31,8.27
12.252,25.61,65.82,11.646
11.088,23.32,69.76,8.264
10.443,23.69,74.59,5.97
11.044,21.89,68.2,8.28
7.715,17.84,67.58,9.437
11.924,19.32,60.09,7.178
12.65,19.05,61.96,4.731
